id	effectiveTime	active	moduleId	refsetId	referencedComponentId	name	
73b1417a-8bd4-4a9e-8d5b-bfb7e54a16ef		1	900000000000207008	TMP-qpi9lt	419604006	Weed pollen	
d6817384-eaa0-4d6e-9771-075514367ee9		1	900000000000207008	TMP-qpi9lt	419511003	Propensity to adverse reactions to drug	
b25cfff3-9ac0-43e2-946f-b81d7325f7cb		1	900000000000207008	TMP-qpi9lt	419420009	Watermelon	
762d587a-8a28-4c5d-beca-9ac075d1d54c		1	900000000000207008	TMP-qpi9lt	419199007	Allergy to substance	
9c6ee6ec-bd4b-4735-9941-6dc41bf8c780		1	900000000000207008	TMP-qpi9lt	418920007	Adhesive agent	
1559b5ad-b06c-4dad-b9f8-c1055b55dc14		1	900000000000207008	TMP-qpi9lt	418794003	Tetanospasmin	
6fa7550b-664f-46ed-9d86-747188422a6e		1	900000000000207008	TMP-qpi9lt	418785009	Perfume	
bc4eb2f7-ac26-49fe-95d1-0232ec14c2ea		1	900000000000207008	TMP-qpi9lt	418504009	Oat	
5c272c94-77c7-4943-a140-24faeb1be87b		1	900000000000207008	TMP-qpi9lt	418490008	Tetanolysin	
28862af3-c19b-4689-a23c-81c89701fdcc		1	900000000000207008	TMP-qpi9lt	418471000	Propensity to adverse reactions to food	
0f3efc16-e961-482c-90be-eaea0c97d397		1	900000000000207008	TMP-qpi9lt	418268006	Bacillus Calmette-Guerin antigen-containing product	
8f604ac6-cdc3-4297-b17a-795977b34fa4		1	900000000000207008	TMP-qpi9lt	418266005	Yellow paraffin	
16e3ba7b-9ef6-4a94-8817-d254503b19c3		1	900000000000207008	TMP-qpi9lt	416098002	Allergy to drug	
ddc4d745-3d57-4d59-b894-d58aa31d275f		1	900000000000207008	TMP-qpi9lt	415710007	Terpene	
5df7a821-a951-445e-a6c9-1d95d3973c73		1	900000000000207008	TMP-qpi9lt	414285001	Allergy to food	
cc5581b8-a762-4323-a35c-68fd15840295		1	900000000000207008	TMP-qpi9lt	412357001	Corn	
75713b0e-b12a-4350-9f83-9de13ca1bad3		1	900000000000207008	TMP-qpi9lt	412161004	Wool	
b2646807-a7d1-497b-9491-238424d4c892		1	900000000000207008	TMP-qpi9lt	412156001	Silk	
8dab4810-8d31-476d-bc13-f422b5c1f0b4		1	900000000000207008	TMP-qpi9lt	412153009	Rabbit dander	
737511e4-6865-4e33-9fbb-60f0eb7429e9		1	900000000000207008	TMP-qpi9lt	412150007	Insect debris	
ea61cf02-2215-498c-b592-73b3eef9ea96		1	900000000000207008	TMP-qpi9lt	412145001	Hair dye	
bc03c42e-bc9f-4a6b-b9fd-16cee9fe01f1		1	900000000000207008	TMP-qpi9lt	412071004	Wheat	
26f98137-65b9-4e26-9225-59c8c1a38fc6		1	900000000000207008	TMP-qpi9lt	412070003	Vanilla	
81863266-13a0-42bc-9067-4a69d6b17e6a		1	900000000000207008	TMP-qpi9lt	412068007	Rye	
9f0b87c3-9ff1-4efc-b025-bc859e021af7		1	900000000000207008	TMP-qpi9lt	412061001	Blueberries	
48e731fa-1b5d-4e9d-b64d-9f02ce3afd5b		1	900000000000207008	TMP-qpi9lt	410853002	Perfluorochemical	
90b2a5f7-bcc4-498c-8b63-28d4e9ada419		1	900000000000207008	TMP-qpi9lt	409568008	Pentavalent botulinum toxoid vaccine	
f7d9f90d-be22-4ade-9c7b-adc56b86f2af		1	900000000000207008	TMP-qpi9lt	406774009	Fish derived omega 3 fatty acid	
8d6bd95c-f20f-42bd-9f80-35158f8c3256		1	900000000000207008	TMP-qpi9lt	396031000	Dimethicone	
d5f1e30d-fd34-4c9e-b71e-832c21671267		1	900000000000207008	TMP-qpi9lt	391737006	Almond oil	
17f49e28-d4b8-44af-99e8-0110b8bfb0be		1	900000000000207008	TMP-qpi9lt	387398009	Podophyllum resin	
2ddbaac8-5f28-4a39-ad59-a573a5093784		1	900000000000207008	TMP-qpi9lt	387293003	Anthralin	
1dba64f5-72ca-4f12-9345-60cd1d3a6e95		1	900000000000207008	TMP-qpi9lt	386936005	Azelaic acid	
84189dc4-e18b-491d-86ee-ae8a7f5be855		1	900000000000207008	TMP-qpi9lt	346469000	House mite allergy vaccine	
857c0e65-aeb8-41a2-94df-1e06a62afa1e		1	900000000000207008	TMP-qpi9lt	346468008	House dust allergy vaccine	
529c6285-97a7-46f5-9b3f-b7c1415b8b9f		1	900000000000207008	TMP-qpi9lt	346467003	Horse allergy vaccine	
7fe1af24-4165-4fb2-ab1c-95b3bdb511f9		1	900000000000207008	TMP-qpi9lt	346405008	Dog allergy vaccine	
744bb595-b4ab-4d9a-9e6e-65becac34b26		1	900000000000207008	TMP-qpi9lt	346364006	Cat allergy vaccine	
ba265e2c-27dd-4c4f-9ddc-1894cb492b29		1	900000000000207008	TMP-qpi9lt	346313005	Allergen extract vaccine	
60d5e44a-6eaa-4222-ba3c-78962322f74c		1	900000000000207008	TMP-qpi9lt	320835005	Pollen allergy preparations	
b2433638-4b72-42c0-a419-f68f2458a79e		1	900000000000207008	TMP-qpi9lt	311846002	Pyrethroid insecticide	
d4f4f209-f84a-4cc6-afb1-490cb36fabe3		1	900000000000207008	TMP-qpi9lt	303315009	Spider venom	
772360df-86b0-4c58-8902-e8358ea12395		1	900000000000207008	TMP-qpi9lt	303314008	Scorpion venom	
cf2ffa16-887b-4e22-bb68-6c7b5cef8de1		1	900000000000207008	TMP-qpi9lt	303300008	Egg protein	
18177ac3-bb89-44ef-9900-2a3957ed8921		1	900000000000207008	TMP-qpi9lt	289949002	Cypress pollen	
312eea23-b4da-432c-a95d-1be9987e6206		1	900000000000207008	TMP-qpi9lt	289122001	Cosmetic material	
c7e40efb-f6c1-4a99-9d49-1715cdbb89a9		1	900000000000207008	TMP-qpi9lt	288328004	Bee venom	
64320999-59f4-4416-a429-7804febe8133		1	900000000000207008	TMP-qpi9lt	280939008	Insect venom	
2801f0d8-6864-4886-997b-75568b7b7af6		1	900000000000207008	TMP-qpi9lt	278840001	Shrimp	
b643481c-0c0a-43d9-a29e-ec357c12d971		1	900000000000207008	TMP-qpi9lt	276310004	Animal hair	
e624332e-271c-4c30-ad09-b9b0aa1192c5		1	900000000000207008	TMP-qpi9lt	264337003	Seed	
6e936463-5892-44cf-bfa2-dbbd2e9d0329		1	900000000000207008	TMP-qpi9lt	264331002	Grain	
67353c03-3c13-49d1-a605-b912c88d48bd		1	900000000000207008	TMP-qpi9lt	72511004	Fruit	
10ae41ee-7b74-4dd0-995e-0a7fee6f15f8		1	900000000000207008	TMP-qpi9lt	67324005	Rice	
cbfe3d31-d241-4454-96e3-2077403fcb8a		1	900000000000207008	TMP-qpi9lt	66925006	Copper	
ac2476b4-7d6e-4c78-bcbe-654964100483		1	900000000000207008	TMP-qpi9lt	63766005	Flour	
67e50e43-0914-486b-a0c9-53978b2c0bdd		1	900000000000207008	TMP-qpi9lt	63338004	Drug flavoring	
351c9920-11f3-4d07-8bd7-34f6ff4dc3e4		1	900000000000207008	TMP-qpi9lt	61789006	Dye	
0e05cd09-2404-40b9-a380-d0f48c818716		1	900000000000207008	TMP-qpi9lt	59545008	Pesticide	
6cf3234d-a4d1-4ec0-a28e-95780515ed56		1	900000000000207008	TMP-qpi9lt	59533004	Food additive	
3e46a833-0d35-46fc-88eb-e9886c498292		1	900000000000207008	TMP-qpi9lt	59351004	Citrate	
549a9f43-8f54-4fd5-a50d-0d659afdd306		1	900000000000207008	TMP-qpi9lt	59037007	Intolerance to drug	
be46230a-0055-4d3d-b76e-e1804369cdcb		1	900000000000207008	TMP-qpi9lt	57720001	Anise oil	
c265fcb1-887d-40aa-af16-ab628b51e7cc		1	900000000000207008	TMP-qpi9lt	57126000	Glue	
e21f6dcc-cb51-4e5d-ac41-3f2f9d00aa31		1	900000000000207008	TMP-qpi9lt	52454007	Albumin	
26d228fb-150e-4528-be33-0b6afb0e42ac		1	900000000000207008	TMP-qpi9lt	51905005	Mustard	
3165f5c4-d263-4bb9-9f56-bdc3f7f53ee9		1	900000000000207008	TMP-qpi9lt	51420009	Silicon	
b2ece8ef-1000-4830-bbd0-0c7b50444c33		1	900000000000207008	TMP-qpi9lt	47703008	Lactose	
6aa12acf-2849-4705-ae2b-bb71d01c70bc		1	900000000000207008	TMP-qpi9lt	44027008	Seafood	
a4473214-53c1-4b96-b5d7-45263288c064		1	900000000000207008	TMP-qpi9lt	43735007	Sulfur	
bd9cbd96-3535-4944-843b-04fe707994d3		1	900000000000207008	TMP-qpi9lt	43230003	Rubber	
d012edda-22b4-4fe0-8cf2-65f584490b08		1	900000000000207008	TMP-qpi9lt	42416001	Lanolin	
7a5912cc-dc46-4f4e-a780-b2d98e0680f7		1	900000000000207008	TMP-qpi9lt	41967008	Silver	
4a9aeb30-92b4-4b7b-80fd-3dbd6f5cb0c0		1	900000000000207008	TMP-qpi9lt	37146000	Typhus vaccine	
7c7af4b0-e6d3-46ba-a285-caac7a36f27c		1	900000000000207008	TMP-qpi9lt	33396006	Nickel	
bc06cc7f-ba4d-4c4d-97e5-553aed19d617		1	900000000000207008	TMP-qpi9lt	33008008	Dust	
76c94371-50cd-4f75-ae34-abf887250be9		1	900000000000207008	TMP-qpi9lt	28647000	Meat	
b898c0be-7939-4ef9-b2a1-910c98bf7473		1	900000000000207008	TMP-qpi9lt	28230009	Poultry	
0cb8cca7-0a35-40eb-a9ba-20b1b6191469		1	900000000000207008	TMP-qpi9lt	3829006	Iron	
fa267198-36a2-4854-9617-4f01690bfce8		1	900000000000207008	TMP-qpi9lt	2799001	Methylbenzethonium chloride	
37397318-8d8c-4f28-96a9-7ae6700614d7		1	900000000000207008	TMP-qpi9lt	971000221109	Live attenuated Salmonella enterica subspecies enterica serovar Typhi antigen only vaccine product in oral dose form	
2a77f8e0-7ef2-48e8-b26a-35d36c829992		1	900000000000207008	TMP-qpi9lt	871921009	Staphylococcus toxoid vaccine	
312cbeaf-4ffc-4956-af08-744fdaeb9896		1	900000000000207008	TMP-qpi9lt	871918007	Rickettsia antigen-containing vaccine product	
ad8c0c98-29e8-45c8-acc2-79cf32b828af		1	900000000000207008	TMP-qpi9lt	871908002	Human alphaherpesvirus 3 and Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens only vaccine product	
ed828ccb-9b87-4970-a8f3-44ab38ba8a54		1	900000000000207008	TMP-qpi9lt	871895005	Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Hepatitis B virus and Human poliovirus antigens only vaccine product	
293b2f10-9de1-4daa-b550-d618a7d86070		1	900000000000207008	TMP-qpi9lt	871889009	Acellular Bordetella pertussis and Corynebacterium diphtheriae and Hepatitis B virus and inactivated whole Human poliovirus antigens only vaccine product	
7eb9cca1-41a5-4117-90e2-12e52e949f0e		1	900000000000207008	TMP-qpi9lt	871887006	Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Human poliovirus antigens only vaccine product	
e52a02c8-bc33-4339-a5b0-a6aaa6e4dcf2		1	900000000000207008	TMP-qpi9lt	871878002	Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens only vaccine product	
7f5c9845-2812-48c5-8529-a54b0e3fa386		1	900000000000207008	TMP-qpi9lt	871876003	Acellular Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens only vaccine product	
18cae6c4-1bdb-4bc6-ac2a-305ee9716bfa		1	900000000000207008	TMP-qpi9lt	871875004	Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens only vaccine product	
ccb1519a-f0e1-47c0-b80b-3cfa464252a4		1	900000000000207008	TMP-qpi9lt	871873006	Neisseria meningitidis serogroup A, C, W135 and Y only vaccine product	
a97fb21f-46e4-4644-afc9-4ec8227643de		1	900000000000207008	TMP-qpi9lt	871871008	Neisseria meningitidis serogroup A and C only vaccine product	
