"codigo_ciap";"codigo_cid10";"id_ciap";"id_cid10";"mais_frequente";"id_usuario_registro";"data_registro";"id_usuario_ultima_atualizacao";"data_ultima_atualizacao";"id_usuario_exclusao";"data_exclusao"
B72;C82;61;247;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B72;C83;61;248;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B72;C84;61;249;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B72;C85;61;250;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B74;C88;63;251;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B74;C90;63;252;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B73;C91;62;253;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B73;C92;62;254;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B73;C93;62;255;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B73;C94;62;256;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B73;C95;62;257;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
B74;C96;63;258;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
A79;C97;32;259;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D00;113;260;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D01;113;261;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
R92;D02;409;262;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S79;D03;452;263;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S79;D04;452;264;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
X81;D05;611;265;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
Y79;D05;651;265;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
X81;D06;611;266;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D10;113;269;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D11;113;270;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D12;113;271;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D13;113;272;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
L97;D16;289;275;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S78;D17;451;276;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S81;D18;454;277;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
D78;D20;113;279;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
L97;D21;289;280;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S82;D22;455;281;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
S79;D23;452;282;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
X79;D24;609;283;1;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
Y79;D24;651;283;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
X78;D25;608;284;0;1;"24 jun, 2022, 00:59";1;"24 jun, 2022, 00:59";"";""
