resource_type,id,name,company,website,location,public_access,logo_url,attr:alpha3,attr:numeric,full_name,owner_id,owner_type,source_type,default_locale,description,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source
Concept,245,BRUNEI,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,246,BHUTAN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,247,CATAR,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,248,CEILAO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,249,CHINA (TAIWAN),,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,250,COVEITE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,251,EMIRADOS ARABES UNIDOS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,252,FILIPINAS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,253,HONG-KONG,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,254,IEMEN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,255,INDIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,256,INDONESIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,257,IRA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,258,IRAQUE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,259,ISRAEL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,260,JORDANIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,261,KMER/CAMBOJA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,262,KUWAIT,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,263,LAOS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,264,LIBANO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,265,MACAU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,266,MALASIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,267,"MALDIVAS,IS",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,268,MASCATE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,269,MONGOLIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,270,NEPAL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,271,OMAN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,272,PALESTINA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,273,PAQUISTAO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,274,"RUIQUIU,IS",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,275,CINGAPURA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,276,SEQUIN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,277,SIRIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,278,SRI-LANKA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,279,TAILANDIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,280,"TREGUA, ESTADO",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,281,TURQUIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,282,VIETNA DO NORTE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,283,VIETNA DO SUL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,284,MIANMA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,285,ARQUIPELAGO MANAHIKI,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,286,ARQUIPELAGO MIDWAY,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,287,ASHMORE E CARTIER,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,288,AUSTRALIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,289,ARQUIPELAGO DE BISMARK,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,290,ILHAS COOK,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,291,REPUBLICA DE FIJI,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,292,GUAM,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,293,ILHAS BAKER,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,294,ILHAS CANTAO E ENDERBURG,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,295,ILHAS CAROLINAS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,296,ILHAS DO PACIFICO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,297,ILHAS CHRISTMAS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,298,ILHAS GILBERT,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,299,ILHAS HOWLAND E JARVIS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,300,ILHA JOHNSTON E SAND,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,301,ILHAS KINGMAN REEF,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,302,ILHAS MACQUAIRE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,303,ILHAS MARIANAS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,304,ILHAS MARSHALL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,305,ILHAS MACDONAL E HEARD,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,306,ILHAS NIUE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,307,ILHAS NORFOLK,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,308,ILHAS PALAU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,309,ILHAS SALOMAO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,310,ILHAS TOKELAU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,311,ILHAS WAKE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,312,KALIMATAN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,313,ILHAS LINHA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,314,NAURU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,315,ILHAS NOVA CALEDONIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,316,NOVA GUINE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,317,NOVA ZELANDIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,318,ILHAS NOVAS HEBRIDAS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,319,TERRITORIO DE PAPUA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,320,ILHAS PASCOA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,321,ILHAS PITCAIRIN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,322,POLINESIA FRANCESA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,323,SABAH,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,324,SAMOA AMERICANA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,325,SAMOA OCIDENTAL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,326,ILHAS SANTA CRUZ,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,327,SARAWAK,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,328,TERRITORIO DE COCOS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,329,TIMOR,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,330,TONGA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,331,TUVALU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,332,ILHAS WALLIS E FUTUNA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,333,"ANTARTICO BRITANICO, TERRITORIO",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,334,ANTARTICA FRANCESA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,335,TERR. ANTARTICO DA AUSTRALIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,336,ANTARTICO CHILENO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,337,ANTARTICO ARGENTINO,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,338,ANTARTICO NORUEGUES,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,339,APATRIDA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,340,DEPENDENCIA DE ROSS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,341,TERRAS AUSTRAIS,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,342,BANGLADESH,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,343,CABO VERDE,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,344,GUINE BISSAU,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,345,IEMEN DO SUL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,346,KARA KALPAK,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,347,ARMENIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,348,RUSSIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,349,SENEGAL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,350,TANZANIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,351,MALAUI,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,352,REPÚBLICA DO SUDÃO DO SUL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,353,ERITREIA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,354,DOMINICA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,355,"COREIA, REPUBLICA DA (COREIA DO SUL)",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,356,"CONGO, REPUBLICA DO (BRAZZAVILLE)",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,357,ANGUILLA,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,358,ILHAS CAYMAN,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,359,ILHAS DE GUERNSEY,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,360,ILHAS DE JERSEY,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,361,ILHAS GEORGIA DO SUL E ILHAS SANDWICH DO SUL,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,362,"MAYOTTE, ILHA",,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
Concept,363,QUIRIBATI,,,,,,,,,MS,Organization,,por,,TRUE,,TRUE,,,Text,Misc,BRPais
,,,,,,,,,,,,,, ,, ,,,,,,,
