,resource_type,id,name,company,website,location,public_access,logo_url,description,text,attr:Ex_Num,attr:ex_name,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:categoria,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
0,Concept,outro-agente-substancia,Outros agentes ou substâncias,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Outros agentes ou substâncias,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,outro-alimento,Outro alimento,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Outro alérgeno alimentar,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,paprica,Páprica,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,parafina,Parafina,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Parafina,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,peixe,Peixe,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Peixe,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,peixe-aranha,Peixe-Aranha,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Peixe-Aranha,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-animal,Pelo de animais,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Epitélio de animais,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-cao,Pelo de cão,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Epitélio do cão,Pelo de Cachorro,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-cavalo,Pelo de cavalo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Epitélio de Cavalo,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-coelho,Pelo de coelho,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Epitélio de coelho,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-gato,Pelo de gato,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pelo-vaca,Pelo de vaca,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Gado (epitélio),,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pena,Penas,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Plumas,Penugem,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,perfluorinato,Perfluorinato,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Perfluorinato,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,perfume,Perfume,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Perfumaria,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,peroxido-benzoila,Peróxido de Benzoíla,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Peróxido de benzoílo,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pessego,Pêssego,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pêssegos,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,pesticida,Pesticidas,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pesticidas,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pesticida-organoclorado,Pesticida organoclorado,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pesticida organoclorado,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,pimenta,Pimenta,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pimenta,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,pinhao,Pinhão,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pinhão,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,pistache,Pistache,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,podofilina,Podofilina,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Podofilina,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,polen,Pólen,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pólens,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,polen-grama,Pólen de grama,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Pólen de Capim,Pólen de Gramíneas,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,polvo,Polvo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Polvo,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,porco,Porco,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Carne de Porco,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,prata,Prata,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Prata,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,proteina-leite-vaca,Proteína do leite de vaca,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Leite de vaca (proteína),,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,proteina-ovo,Proteína do ovo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Proteína do ovo,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,queijo,Queijo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Queijo,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,resina-arvore,Resina de árvore,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Resina,Ambar,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,samambaia,Samambaia,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Avenca,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,seda,Seda,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Seda,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,semente,Semente,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Caroço,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,sepia,Sépia,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Chocos,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,silicone-derivado,Silicone e seus derivados,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Silicone,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,sulfito,Sulfitos,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Sulfitos e seus derivados,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,terpeno,Terpeno,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Terpeno,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,tinta-cabelo,Tinta para o cabelo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Tintura de cabelo,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,tinta-textil,Tintas para têxteis,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Corantes para tecido,,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,tomate,Tomate,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Tomates,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,toxina-botulinica,Toxina botulínica,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Toxina de Clostridium botulinum,Botox,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,trigo,Trigo,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Gérmen de trigo,,,,,,,,,,,food,,,,,,,Fully Specified,por
0,Concept,veneno-escorpiao,Veneno de escorpião,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Escorpião,Lacrau,,,,,,,,,,environment,,,,,,,Fully Specified,por
0,Concept,veneno-vespa,Veneno de vespa,,,por,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,BRAlergenosCBARA,Vespa,,,,,,,,,,,environment,,,,,,,Fully Specified,por
,,,,,,,,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
